Year,County,Operative_Procedure,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015
2021,Placer,Colon surgery,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",69,0,1.06,0.0,0.0,2.81,Same,Yes,2.67
2021,Placer,Exploratory abdominal surgery (laparotomy),Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",52,0,0.19,0.0,0.0,6.35,Same,Yes,0.0
2021,Placer,Gallbladder surgery,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",86,1,0.27,3.65,0.09,20.33,Same,No,0.0
2021,Placer,Gastric surgery,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",15,0,0.13,0.0,0.0,6.37,Same,Yes,0.0
2021,Placer,Hip prosthesis,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",217,0,0.94,0.0,0.0,3.93,Same,Yes,4.26
2021,Placer,"Hysterectomy, abdominal",Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",4,0,0.02,0.0,0.0,7.41,Same,Yes,0.0
2021,Placer,"Hysterectomy, vaginal",Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0,0.0,0.0,11.86,Same,Yes,0.0
2021,Placer,Kidney surgery,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",8,0,0.03,0.0,0.0,13.61,Same,Yes,0.0
2021,Placer,Knee prosthesis,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",313,0,0.65,0.0,0.0,5.65,Same,Yes,5.04
2021,Placer,Laminectomy,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0,0.0,0.0,6.845000000000001,Same,Yes,0.0
2021,Placer,Open reduction of fracture,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",58,0,0.27,0.0,0.0,13.76,Same,Yes,0.0
2021,Placer,Ovarian surgery,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",5,0,0.01,0.0,0.0,16.18,Same,Yes,0.0
2021,Placer,Rectal surgery,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",10,0,0.16,0.0,0.0,7.84,Same,Yes,0.0
2021,Placer,Small bowel surgery,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",34,0,0.61,0.0,0.0,6.06,Same,Yes,0.0
2021,Placer,Spinal fusion,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.01,0.515,0.03,4.21,Same,Yes,0.0
2021,Placer,Thoracic surgery,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",17,0,0.03,0.0,0.0,8.75,Same,Yes,0.0
2021,Sacramento,Abdominal aortic aneurysm repair,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,9,0,0.06,0.0,0.0,16.92,Same,Yes,0.0
2021,Sacramento,Appendix surgery,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,111,2,0.94,2.13,0.26,7.69,Same,No,0.0
2021,Sacramento,"Bile duct, liver or pancreatic surgery",University of California Davis Medical Center,Acute Care Hospital,Major Teaching,134,4,5.04,0.79,0.25,1.91,Same,No,0.86
2021,Sacramento,Cardiac surgery,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,217,2,1.02,1.97,0.33,6.51,Same,No,1.03
2021,Sacramento,Cesarean section,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,696,2,3.19,0.63,0.11,2.07,Same,Yes,0.0
2021,Sacramento,Colon surgery,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,270,11,13.54,0.81,0.43,1.41,Same,No,0.74
2021,Sacramento,"Coronary bypass,chest and donor incisions",University of California Davis Medical Center,Acute Care Hospital,Major Teaching,95,1,1.25,0.8,0.04,3.95,Same,No,0.0
2021,Sacramento,"Coronary bypass,chest incision only",University of California Davis Medical Center,Acute Care Hospital,Major Teaching,11,0,0.13,0.0,0.0,11.899999999999999,Same,Yes,0.0
2021,Sacramento,Exploratory abdominal surgery (laparotomy),University of California Davis Medical Center,Acute Care Hospital,Major Teaching,660,7,6.47,1.08,0.47,2.14,Same,No,0.76
2021,Sacramento,Gallbladder surgery,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,224,1,1.9,0.53,0.03,2.59,Same,Yes,0.76
2021,Sacramento,Gastric surgery,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,152,3,1.72,1.74,0.44,4.74,Same,No,0.76
2021,Sacramento,Hip prosthesis,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,394,1,4.13,0.24,0.01,1.2,Same,Yes,0.34
2021,Sacramento,"Hysterectomy, abdominal",University of California Davis Medical Center,Acute Care Hospital,Major Teaching,247,3,4.03,0.75,0.19,2.03,Same,No,1.86
2021,Sacramento,"Hysterectomy, vaginal",University of California Davis Medical Center,Acute Care Hospital,Major Teaching,13,0,0.1,0.0,0.0,11.86,Same,Yes,0.0
2021,Sacramento,Kidney surgery,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,346,0,1.14,0.0,0.0,2.62,Same,Yes,2.15
2021,Sacramento,Kidney transplant,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,272,0,1.78,0.0,0.0,1.68,Same,Yes,0.52
2021,Sacramento,Knee prosthesis,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,269,0,1.75,0.0,0.0,1.71,Same,Yes,0.0
2021,Sacramento,Laminectomy,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,513,2,2.37,0.84,0.14,2.79,Same,No,1.17
2021,Sacramento,Open reduction of fracture,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,788,12,13.13,0.91,0.5,1.55,Same,No,0.34
2021,Sacramento,Ovarian surgery,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,342,0,0.28,0.0,0.0,13.22,Same,Yes,0.0
2021,Sacramento,Pacemaker surgery,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,19,0,0.05,0.0,0.0,15.5,Same,Yes,0.0
2021,Sacramento,Rectal surgery,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,63,0,1.94,0.0,0.0,1.54,Same,Yes,0.0
2021,Sacramento,Small bowel surgery,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,343,10,7.42,1.35,0.69,2.4,Same,No,1.21
2021,Sacramento,Spinal fusion,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,695,21,12.68,1.66,1.05,2.49,Worse,No,0.7
2021,Sacramento,Spleen surgery,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,43,0,0.36,0.0,0.0,10.19,Same,Yes,2.0
2021,Sacramento,Thoracic surgery,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,347,2,2.19,0.92,0.15,3.02,Same,No,0.77
2021,El Dorado,Appendix surgery,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",26,0,0.07,0.0,0.0,9.364999999999998,Same,Yes,0.0
2021,El Dorado,"Bile duct, liver or pancreatic surgery",Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.05,0.71,0.04,5.3,Same,No,0.0
2021,El Dorado,Cesarean section,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",69,0,0.07,0.18,0.01,5.55,Same,Yes,0.0
2021,El Dorado,Colon surgery,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",23,1,0.5,2.0,0.05,11.17,Same,No,0.0
2021,El Dorado,Exploratory abdominal surgery (laparotomy),Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",25,0,0.13,0.0,0.0,6.35,Same,Yes,0.0
2021,El Dorado,Gallbladder surgery,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",42,0,0.12,0.0,0.0,7.65,Same,Yes,0.0
2021,El Dorado,Gastric surgery,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.02,0.0,0.0,6.37,Same,Yes,0.0
2021,El Dorado,Hip prosthesis,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",80,2,0.36,5.51,0.67,19.9,Same,No,0.0
2021,El Dorado,"Hysterectomy, abdominal",Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",18,0,0.09,0.0,0.0,7.41,Same,Yes,0.0
2021,El Dorado,Knee prosthesis,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",92,0,0.23,0.0,0.0,15.83,Same,Yes,0.0
2021,El Dorado,Laminectomy,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",15,0,0.04,0.0,0.0,6.845000000000001,Same,Yes,0.0
2021,El Dorado,Open reduction of fracture,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",96,1,0.61,1.64,0.04,9.12,Same,No,0.0
2021,El Dorado,Ovarian surgery,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",9,0,0.01,0.0,0.0,16.18,Same,Yes,0.0
2021,El Dorado,Small bowel surgery,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",27,0,0.5,0.0,0.0,7.32,Same,Yes,0.0
2021,El Dorado,Spinal fusion,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",109,1,0.35,2.88,0.07,16.06,Same,No,0.0
2021,El Dorado,Spleen surgery,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.02,0.0,0.0,14.58,Same,Yes,0.0
2021,El Dorado,Thoracic surgery,Barton Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",6,0,0.02,0.0,0.0,8.75,Same,Yes,0.0
2021,San Joaquin,Appendix surgery,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",20,0,0.05,0.0,0.0,9.364999999999998,Same,Yes,0.0
2021,San Joaquin,"Bile duct, liver or pancreatic surgery",Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",7,0,0.06,0.71,0.04,5.3,Same,No,0.0
2021,San Joaquin,Cardiac surgery,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",21,0,0.05,0.0,0.0,8.04,Same,Yes,0.0
2021,San Joaquin,Colon surgery,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",17,2,0.36,5.5,0.67,19.85,Same,No,0.0
2021,San Joaquin,"Coronary bypass,chest and donor incisions",Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",42,1,0.33,3.07,0.08,17.09,Same,No,0.0
2021,San Joaquin,"Coronary bypass,chest incision only",Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",4,0,0.02,0.0,0.0,11.899999999999999,Same,Yes,0.0
2021,San Joaquin,Exploratory abdominal surgery (laparotomy),Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",26,0,0.11,0.0,0.0,6.35,Same,Yes,0.0
2021,San Joaquin,Gallbladder surgery,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",74,0,0.24,0.0,0.0,15.57,Same,Yes,0.0
2021,San Joaquin,Gastric surgery,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",38,0,0.16,0.0,0.0,6.37,Same,Yes,1.12
2021,San Joaquin,Hip prosthesis,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",96,0,0.72,0.0,0.0,5.16,Same,Yes,3.96
2021,San Joaquin,Knee prosthesis,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",109,0,0.54,0.0,0.0,6.78,Same,Yes,0.65
2021,San Joaquin,Laminectomy,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",36,0,0.15,0.0,0.0,6.845000000000001,Same,Yes,0.0
2021,San Joaquin,Open reduction of fracture,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",36,0,0.27,0.0,0.0,13.82,Same,Yes,0.0
2021,San Joaquin,Pacemaker surgery,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",127,0,0.22,0.0,0.0,16.77,Same,Yes,0.0
2021,San Joaquin,Small bowel surgery,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",26,0,0.53,0.0,0.0,6.91,Same,Yes,1.82
2021,San Joaquin,Spinal fusion,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",41,0,0.59,0.0,0.0,6.24,Same,Yes,0.0
2021,San Joaquin,Spleen surgery,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",1,0,0.0,0.0,0.0,14.58,Same,Yes,0.0
2021,San Joaquin,Thoracic surgery,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",13,0,0.02,0.0,0.0,8.75,Same,Yes,0.0
2021,San Joaquin,Appendix surgery,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",16,0,0.04,0.0,0.0,9.364999999999998,Same,Yes,0.0
2021,San Joaquin,Cesarean section,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",92,0,0.13,0.18,0.01,5.55,Same,Yes,0.0
2021,San Joaquin,Colon surgery,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",2,0,0.04,0.65,0.05,3.11,Same,Yes,4.02
2021,San Joaquin,Exploratory abdominal surgery (laparotomy),Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",22,0,0.09,0.0,0.0,6.35,Same,Yes,0.0
2021,San Joaquin,Gallbladder surgery,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",65,0,0.19,0.0,0.0,7.65,Same,Yes,0.0
2021,San Joaquin,Gastric surgery,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",101,0,0.27,0.0,0.0,13.82,Same,Yes,0.0
2021,San Joaquin,Hip prosthesis,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",11,1,0.1,0.0,0.01,6.32,Same,Yes,0.0
2021,San Joaquin,"Hysterectomy, abdominal",Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",19,0,0.14,0.0,0.0,7.41,Same,Yes,0.0
2021,San Joaquin,"Hysterectomy, vaginal",Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",14,0,0.06,0.0,0.0,11.86,Same,Yes,0.0
2021,San Joaquin,Knee prosthesis,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",3,0,0.01,0.0,0.0,7.45,Same,Yes,0.0
2021,San Joaquin,Open reduction of fracture,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",28,0,0.11,0.0,0.0,6.65,Same,Yes,8.85
2021,San Joaquin,Ovarian surgery,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",10,0,0.01,0.0,0.0,16.18,Same,Yes,0.0
2021,San Joaquin,Small bowel surgery,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",2,1,0.04,0.45,0.03,4.155,Same,Yes,0.0
2021,Calaveras,Appendix surgery,Mark Twain Medical Center,Critical Access Hospital,Critical Access,2,0,0.01,0.0,0.0,9.364999999999998,Same,Yes,0.0
2021,Calaveras,Colon surgery,Mark Twain Medical Center,Critical Access Hospital,Critical Access,9,0,0.22,0.0,0.0,16.54,Same,Yes,0.0
2021,Calaveras,Exploratory abdominal surgery (laparotomy),Mark Twain Medical Center,Critical Access Hospital,Critical Access,9,0,0.04,0.0,0.0,6.35,Same,Yes,0.0
2021,Calaveras,Gallbladder surgery,Mark Twain Medical Center,Critical Access Hospital,Critical Access,8,0,0.04,0.0,0.0,7.65,Same,Yes,0.0
2021,Calaveras,Gastric surgery,Mark Twain Medical Center,Critical Access Hospital,Critical Access,4,0,0.03,0.0,0.0,6.37,Same,Yes,0.0
2021,Calaveras,Hip prosthesis,Mark Twain Medical Center,Critical Access Hospital,Critical Access,5,0,0.06,0.0,0.01,6.32,Same,Yes,0.0
2021,Calaveras,Knee prosthesis,Mark Twain Medical Center,Critical Access Hospital,Critical Access,9,0,0.06,0.0,0.0,7.45,Same,Yes,0.0
2021,Calaveras,Open reduction of fracture,Mark Twain Medical Center,Critical Access Hospital,Critical Access,14,0,0.08,0.0,0.0,6.65,Same,Yes,0.0
2021,Calaveras,Rectal surgery,Mark Twain Medical Center,Critical Access Hospital,Critical Access,1,0,0.02,0.0,0.0,7.84,Same,Yes,0.0
2021,Calaveras,Small bowel surgery,Mark Twain Medical Center,Critical Access Hospital,Critical Access,3,0,0.05,0.45,0.03,4.155,Same,Yes,0.0
2021,El Dorado,Appendix surgery,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",51,0,0.14,0.0,0.0,9.364999999999998,Same,Yes,0.0
2021,El Dorado,Cesarean section,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",101,0,0.15,0.18,0.01,5.55,Same,Yes,0.0
2021,El Dorado,Colon surgery,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",33,0,0.83,0.0,0.0,4.42,Same,Yes,2.66
2021,El Dorado,Exploratory abdominal surgery (laparotomy),Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",21,0,0.13,0.0,0.0,6.35,Same,Yes,3.91
2021,El Dorado,Gallbladder surgery,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",83,0,0.31,0.0,0.0,11.94,Same,Yes,0.0
2021,El Dorado,Gastric surgery,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",26,0,0.25,0.0,0.0,15.06,Same,Yes,0.0
2021,El Dorado,Hip prosthesis,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",164,5,0.9,5.57,1.81,13.01,Worse,No,4.3
2021,El Dorado,"Hysterectomy, abdominal",Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",4,0,0.02,0.0,0.0,7.41,Same,Yes,0.0
2021,El Dorado,"Hysterectomy, vaginal",Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.01,0.0,0.0,11.86,Same,Yes,0.0
2021,El Dorado,Kidney surgery,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",9,0,0.03,0.0,0.0,13.61,Same,Yes,0.0
2021,El Dorado,Knee prosthesis,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",179,0,0.6,0.0,0.0,6.17,Same,Yes,0.0
2021,El Dorado,Laminectomy,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",26,0,0.1,0.0,0.0,6.845000000000001,Same,Yes,0.0
2021,El Dorado,Open reduction of fracture,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",118,0,0.66,0.0,0.0,5.58,Same,Yes,1.41
2021,El Dorado,Ovarian surgery,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0.0,0.0,0.0,16.18,Same,Yes,0.0
2021,El Dorado,Pacemaker surgery,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",105,0,0.17,0.0,0.0,15.5,Same,Yes,0.0
2021,El Dorado,Rectal surgery,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.04,0.0,0.0,7.84,Same,Yes,6.14
2021,El Dorado,Small bowel surgery,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",22,1,0.39,2.59,0.07,14.43,Same,No,0.0
2021,El Dorado,Spinal fusion,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",18,1,0.07,0.515,0.03,4.21,Same,Yes,0.0
2021,El Dorado,Spleen surgery,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.03,0.0,0.0,14.58,Same,Yes,0.0
2021,Stanislaus,Abdominal aortic aneurysm repair,Doctors Medical Center,Acute Care Hospital,Major Teaching,21,0,0.14,0.0,0.0,16.92,Same,Yes,0.0
2021,Stanislaus,Appendix surgery,Doctors Medical Center,Acute Care Hospital,Major Teaching,116,0,0.64,0.0,0.0,5.76,Same,Yes,0.0
2021,Stanislaus,"Bile duct, liver or pancreatic surgery",Doctors Medical Center,Acute Care Hospital,Major Teaching,19,0,0.28,0.0,0.0,12.99,Same,Yes,0.0
2021,Stanislaus,Cardiac surgery,Doctors Medical Center,Acute Care Hospital,Major Teaching,88,0,0.52,0.0,0.0,7.15,Same,Yes,0.0
2021,Stanislaus,Cesarean section,Doctors Medical Center,Acute Care Hospital,Major Teaching,1102,1,2.24,0.45,0.02,2.21,Same,Yes,0.72
2021,Stanislaus,Colon surgery,Doctors Medical Center,Acute Care Hospital,Major Teaching,187,4,6.01,0.67,0.21,1.61,Same,Yes,0.24
2021,Stanislaus,"Coronary bypass,chest and donor incisions",Doctors Medical Center,Acute Care Hospital,Major Teaching,247,0,1.99,0.0,0.0,1.5,Same,Yes,0.0
2021,Stanislaus,"Coronary bypass,chest incision only",Doctors Medical Center,Acute Care Hospital,Major Teaching,13,0,0.1,0.0,0.0,11.899999999999999,Same,Yes,0.0
2021,Stanislaus,Exploratory abdominal surgery (laparotomy),Doctors Medical Center,Acute Care Hospital,Major Teaching,335,0,2.04,0.0,0.0,1.47,Same,Yes,0.0
2021,Stanislaus,Gallbladder surgery,Doctors Medical Center,Acute Care Hospital,Major Teaching,214,3,0.83,3.64,0.75,10.63,Same,No,0.0
2021,Stanislaus,Gastric surgery,Doctors Medical Center,Acute Care Hospital,Major Teaching,236,0,1.16,0.0,0.0,2.59,Same,Yes,0.0
2021,Stanislaus,Hip prosthesis,Doctors Medical Center,Acute Care Hospital,Major Teaching,203,1,2.25,0.44,0.02,2.19,Same,Yes,1.38
